anio,trimestre,mes,no_registro,tipo_deuda,detalle_tipo_deuda,acreedor,concepto,inicio_credito,fin_credito,dias_contrato,dias_restantes_contrato,disposicion_inicial_credito,colocacion_periodo,amortizaciones_periodo,intereses_periodo,pago_servicio_deuda,saldo_periodo,endeudamiento_periodo,tasa,sobretasa,tasa_final
2021,4,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,25/09/15,18/09/20,1820,0,1382000000,0,0,0,0,0,0,TIIE,0.12,TIIE+0.12
2021,4,Diciembre,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,09/12/16,03/12/21,1820,0,1000000000,0,1000000000,49840833.35,1053833333,0,-1000000000,TIIE,0.42,TIIE+0.42
2021,4,Diciembre,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,19/09/17,07/03/28,3822,2258,2000000000,0,0,153688888.9,153688888.9,2000000000,0,7.6,n/a,7.6
2021,4,Diciembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,21/11/18,08/11/28,3640,2504,1100000000,0,0,110443666.7,110443666.7,1100000000,0,9.93,n/a,9.93
2021,4,Diciembre,P09-1219057,Largo Plazo,Mercado de Capitales,CI BANCO,BONO CDMXCB 19,03/12/19,20/11/29,3640,2881,1500000000,0,0,118603333.3,118603333.3,1500000000,0,7.82,n/a,7.82
2022,1,Marzo,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",30/08/07,27/07/37,10924,5597,3457974221,0,7695641.89,50569762.16,58265404.05,3313956260,-7695641.89,TIIE,0.35,TIIE+0.35
2022,1,Marzo,225/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 7,000",31/08/07,27/08/40,12050,6724,7000000000,0,35983722.52,130198140.8,166181863.3,5953341713,-35983722.52,8.91,n/a,8.91
2022,1,Marzo,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",31/08/07,27/07/37,10923,5597,4700000000,0,10459741.65,97925420.75,108385162.4,4504254060,-10459741.65,8.8,n/a,8.8
2022,1,Marzo,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",07/09/07,25/09/47,14628,9309,7000000000,0,0,109732641.7,109732641.7,7000000000,0,TIIE,0.53,TIIE+0.53
2022,1,Marzo,721/2011,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 1,500",29/12/11,28/12/26,5478,1733,1500000000,0,20209581,9706027.56,29915608.56,752245503,-20209581,TIIE,TIIE-1.815,TIIE+TIIE-1.815
2022,1,Marzo,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",31/12/13,26/12/23,3647,635,3500000000,0,109375000,11771484.37,121146484.4,765624999.5,-109375000,5.74,n/a,5.74
2022,1,Marzo,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,500",26/12/14,26/12/24,3653,1001,2500000000,0,78125000.01,12815212.67,90940212.68,859374999.8,-78125000.01,5.75,n/a,5.75
2022,1,Marzo,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",30/12/15,26/12/22,2553,270,3500000000,0,175000000,9810078.38,184810078.4,525000000.2,-175000000,TIIE,0.38,TIIE+0.38
2022,1,Marzo,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",30/12/16,26/12/31,5474,3557,3000000000,0,53571428.58,42702410.71,96273839.29,2089285714,-53571428.58,8.22,n/a,8.22
2022,1,Marzo,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",30/12/16,26/12/23,2552,635,3000000000,0,125000000,17882812.5,142882812.5,874999999.8,-125000000,7.63,n/a,7.63
2022,1,Marzo,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",29/12/17,26/12/24,2554,1001,2500000000,0,89285714.28,19001537.71,108287252,982142857.2,-89285714.28,7.46,n/a,7.46
2022,1,Marzo,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",31/12/18,26/12/28,3648,2462,3000000000,0,83333333.34,51405555.56,134738888.9,2250000000,-83333333.34,9.12,n/a,9.12
2022,1,Marzo,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",31/12/18,26/12/28,3648,2462,1170915400,0,32525427.78,21273843.29,53799271.07,878186549.9,-32525427.78,9.67,n/a,9.67
2022,1,Marzo,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",31/12/18,26/12/28,3648,2462,2400000000,0,66666666.66,43063425.93,109730092.6,1800000000,-66666666.66,9.55,n/a,9.55
2022,1,Marzo,P09-1219070,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,000",30/12/19,28/12/26,2555,1733,2000000000,0,65216211.77,25895576.64,91111788.41,1692543098,-65216211.77,TIIE,0.22,TIIE+0.22
2022,1,Marzo,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",30/12/19,26/12/29,3649,2827,3421287307,0,60560223.98,52334902.78,112895126.8,3135780708,-60560223.98,6.74,n/a,6.74
2022,1,Marzo,P09-1219072,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 500-19,30/12/19,26/12/29,3649,2827,500000000,0,8850502.53,8045595.95,16896098.48,458274974.6,-8850502.53,7.09,n/a,7.09
2022,1,Marzo,P09-0721037,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,296",13/07/21,11/07/31,3650,3389,2296288493,0,0,35772302.92,35772302.92,2296288493,0,TIIE,0.49,TIIE+0.49
2022,1,Marzo,P09-1221044,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,000",13/12/21,13/12/36,5479,5371,2000000000,0,33333333.33,34045351.92,67378685.25,1966666667,-33333333.33,TIIE,0.38,TIIE+0.38
2022,1,Marzo,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",17/10/07,25/10/47,14618,9339,4000000000,0,0,46290441.77,46290441.77,2954496892,0,TIIE,0.53,TIIE+0.53
2022,1,Marzo,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,806",17/10/07,26/10/37,10967,5688,4806995489,0,10144001.13,70235137.51,80379138.64,4605548704,-10144001.13,TIIE,0.35,TIIE+0.35
2022,1,Marzo,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,459",17/10/07,25/10/40,12062,6783,4459000000,0,12481725.14,62975341.64,75457066.78,4131550345,-12481725.14,TIIE,0.35,TIIE+0.35
2022,1,Marzo,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 175,24/12/09,27/11/28,6913,2433,174978799.6,0,2421929.16,1007887.1,3429816.26,64584777.29,-2421929.16,TIIE,0.35,TIIE+0.35
2022,1,Marzo,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,499",28/12/10,25/10/40,10894,6783,1499069398,0,23958333.98,22833730.88,46792064.86,1007055507,-23958333.98,9.13,n/a,9.13
2022,1,Marzo,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",28/12/12,25/11/27,5445,2065,1954226708,0,35105869.02,13778299.45,48884168.47,795733030.6,-35105869.02,5.97,0.91,6.88
2022,1,Marzo,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,31/12/12,25/11/27,5442,2065,145773291.7,0,2618681.88,1026282.52,3644964.4,59356789.7,-2618681.88,5.96,0.91,6.87
2022,1,Marzo,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",31/12/13,25/10/23,3585,573,1024317877,0,46939366.71,4772960.32,51712327.03,283896870,-46939366.71,TIIE,0.32,TIIE+0.32
2022,1,Marzo,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",31/12/14,26/11/29,5444,2797,1949386371,0,37730058.81,18028467.65,55758526.46,1157055136,-37730058.81,TIIE,0.36,TIIE+0.36
2022,1,Marzo,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",29/12/15,26/12/25,3650,1366,1000000000,0,71657090.94,6229315.91,77886406.85,357752242.5,-71657090.94,TIIE,0.41,TIIE+0.41
2022,1,Marzo,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",29/12/17,27/12/32,5477,3924,1378859929,0,22980998.82,15254870.27,38235869.09,988182949.1,-22980998.82,TIIE,0.34,TIIE+0.34
2022,1,Marzo,P09-1219069,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",30/12/19,28/12/26,2555,1733,2000000000,0,65216211.77,25822534.02,91038745.79,1692543098,-65216211.77,TIIE,0.2,TIIE+0.20
2022,1,Marzo,P09-0720076,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000-20",31/07/20,31/07/30,3652,3038,2000000000,0,50000000.01,26366276.75,76366276.76,1666666667,-50000000.01,TIIE,0.46,TIIE+0.46
2022,1,Marzo,P09-0720077,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,300",31/07/20,31/07/30,3652,3038,2300000000,0,57500000.01,30846954.61,88346954.62,1916666667,-57500000.01,TIIE,0.57,TIIE+0.57
2022,1,Marzo,P09-1220098,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,500",11/12/20,25/11/30,3636,3161,2500000000,0,63025210.08,34919406.74,97944616.82,2184873950,-63025210.08,TIIE,0.53,TIIE+0.53
2022,1,Marzo,P09-1220099,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,683",11/12/20,25/11/30,3636,3161,2683529136,0,67651995.03,38125711.13,105777706.2,2345269161,-67651995.03,TIIE,0.64,TIIE+0.64
2022,1,Marzo,P09-0721036,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,200",13/07/21,11/07/31,3650,3389,2200000000,0,0,34233643.9,34233643.9,2200000000,0,TIIE,0.48,TIIE+0.48
2022,1,Marzo,P09-1221045,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 3,000",13/12/21,13/12/36,5479,5371,3000000000,0,50000000.01,50748878.29,100748878.3,2950000000,-50000000.01,TIIE,0.34,TIIE+0.34
2022,1,Marzo,P09-1221046,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,908",13/12/21,13/12/36,5479,5371,1908190692,0,31803178.2,32548558.45,64351736.65,1876387514,-31803178.2,TIIE,0.39,TIIE+0.39
2022,1,Marzo,P09-1012161,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,138",12/11/12,25/11/32,7318,3892,2138648319,0,0,41665621.82,41665621.82,2138648319,0,7.09,0.88,7.97
2022,1,Marzo,P09-1012161,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 294,30/11/12,25/11/32,7300,3892,294874160,0,0,5694347.68,5694347.68,294874160,0,7.02,0.88,7.9
2022,1,Marzo,P09-1012161,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 196,07/11/13,25/11/32,6958,3892,196783977,0,0,4127215.94,4127215.94,196783977,0,7.7,0.88,8.58
2022,1,Marzo,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,17/12/07,22/11/27,7280,2062,575000000,0,0,0,0,575000000,0,8.65,n/a,8.65
2022,1,Marzo,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,30/11/12,12/11/27,5460,2052,2500000000,0,0,0,0,2500000000,0,6.85,n/a,6.85
2022,1,Marzo,P09-1113146,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 13,28/11/13,16/11/23,3640,595,2126874900,0,0,0,0,2126874900,0,7.05,n/a,7.05
2022,1,Marzo,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,03/11/14,21/10/24,3640,935,2500000000,0,0,0,0,2500000000,0,6.42,n/a,6.42
2022,1,Marzo,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,25/09/15,12/09/25,3640,1261,2500000000,0,0,84680555.56,84680555.56,2500000000,0,6.7,n/a,6.7
2022,1,Marzo,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,19/09/17,07/03/28,3822,2168,2000000000,0,0,76844444.44,76844444.44,2000000000,0,7.6,n/a,7.6
2022,1,Marzo,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,21/11/18,08/11/28,3640,2414,1100000000,0,0,0,0,1100000000,0,9.93,n/a,9.93
2022,1,Marzo,P09-1219057,Largo Plazo,Mercado de Capitales,CI BANCO,BONO CDMXCB 19,03/12/19,20/11/29,3640,2791,1500000000,0,0,0,0,1500000000,0,7.82,n/a,7.82
2022,2,Junio,721/2011,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 1,500",1325116800,1798416000,5478,1642,1500000000,0,20209581,10233903.35,30443484.35,732035922,-20209581,TIIE,TIIE-1.815,TIIE+TIIE-1.815
2022,2,Junio,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",1388448000,1703548800,3647,544,3500000000,0,109375000,10916961.8,120291961.8,656249999.5,-109375000,5.74,n/a,5.74
2022,2,Junio,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",1188432000,2132265600,10924,5506,3457974221,0,8094829.57,61450499.11,69545328.68,3305861430,-8094829.57,TIIE,0.35,TIIE+0.35
2022,2,Junio,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",1188518400,2132265600,10923,5506,4700000000,0,11002308.47,104352753.4,115355061.9,4493251751,-11002308.47,8.8,n/a,8.8
2022,2,Junio,225/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 7,000",1188518400,2229638400,12050,6633,7000000000,0,36682761.99,138204888.5,174887650.5,5916658951,-36682761.99,8.91,n/a,8.91
2022,2,Junio,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,500",1419552000,1735171200,3653,910,2500000000,0,78125000.01,12503255.21,90628255.22,781249999.8,-78125000.01,5.75,n/a,5.75
2022,2,Junio,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",1483056000,1956009600,5474,3466,3000000000,0,53571428.58,44451607.13,98023035.71,2035714286,-53571428.58,8.22,n/a,8.22
2022,2,Junio,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",1483056000,1703548800,2552,544,3000000000,0,125000000,16584652.77,141584652.8,749999999.8,-125000000,7.63,n/a,7.63
2022,2,Junio,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",1546214400,1861401600,3648,2371,3000000000,0,83333333.34,52904444.45,136237777.8,2166666667,-83333333.34,9.12,n/a,9.12
2022,2,Junio,P09-1219070,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,000",1577664000,1798416000,2555,1642,2000000000,0,67192328.2,30404760.3,97597088.5,1625350770,-67192328.2,TIIE,0.22,TIIE+0.22
2022,2,Junio,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",1577664000,1892937600,3649,2736,3421287307,0,62395259.33,54814880.47,117210139.8,3073385449,-62395259.33,6.74,n/a,6.74
2022,2,Junio,P09-1219072,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 500-19,1577664000,1892937600,3649,2736,500000000,0,9118681.62,8426850.1,17545531.72,449156293,-9118681.62,7.09,n/a,7.09
2022,2,Junio,P09-0721037,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,296",1626134400,1941494400,3650,3298,2296288493,0,0,43455939.39,43455939.39,2296288493,0,TIIE,0.49,TIIE+0.49
2022,2,Junio,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",1189123200,2452982400,14628,9218,7000000000,0,0,133202086.1,133202086.1,7000000000,0,TIIE,0.53,TIIE+0.53
2022,2,Junio,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",1514505600,1735171200,2554,910,2500000000,0,89285714.28,18538988.1,107824702.4,892857143,-89285714.28,7.46,n/a,7.46
2022,2,Junio,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",1546214400,1861401600,3648,2371,1170915400,0,32525427.78,21894148.37,54419576.15,845661122.1,-32525427.78,9.67,n/a,9.67
2022,2,Junio,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",1451433600,1672012800,2553,179,3500000000,0,175000000,8626146.18,183626146.2,350000000.2,-175000000,TIIE,0.38,TIIE+0.38
2022,2,Junio,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",1546214400,1861401600,3648,2371,2400000000,0,66666666.66,44319074.08,110985740.7,1733333333,-66666666.66,9.55,n/a,9.55
2022,2,Junio,P09-1221044,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,000",1639353600,2112739200,5479,5280,2000000000,0,33333333.33,36432520.65,69765853.98,1933333333,-33333333.33,TIIE,0.38,TIIE+0.38
2022,2,Junio,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",1192579200,2455574400,14618,9248,4000000000,0,36497039.21,55915561.03,92412600.24,2917999852,-36497039.21,TIIE,0.53,TIIE+0.53
2022,2,Junio,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,459",1192579200,2234736000,12062,6692,4459000000,0,12897361.55,76446644.06,89344005.61,4118652983,-12897361.55,TIIE,0.35,TIIE+0.35
2022,2,Junio,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,806",1192579200,2140128000,10967,5597,4806995489,0,10670184.4,85332075.18,96002259.58,4594878520,-10670184.4,TIIE,0.35,TIIE+0.35
2022,2,Junio,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 175,1261612800,1858896000,6913,2342,174978799.6,0,2421929.16,1181655.99,3603585.15,62162848.13,-2421929.16,TIIE,0.35,TIIE+0.35
2022,2,Junio,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,499",1293494400,2234736000,10894,6692,1499069398,0,23958333.91,23813208.63,47771542.54,983097172.9,-23958333.91,9.13,n/a,9.13
2022,2,Junio,P09-1012161,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,138",1352678400,1984953600,7318,3801,2138648319,0,0,44506459.67,44506459.67,2138648319,0,7.09,0.88,7.97
2022,2,Junio,P09-1012161,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 294,1354233600,1984953600,7300,3801,294874160,0,0,6082598.66,6082598.66,294874160,0,7.02,0.88,7.9
2022,2,Junio,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",1356652800,1827100800,5445,1974,1954226708,0,35105869.02,14080209.93,49186078.95,760627161.6,-35105869.02,5.97,0.91,6.88
2022,2,Junio,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,1356912000,1827100800,5442,1974,145773291.7,0,2618681.88,1048770.46,3667452.34,56738107.82,-2618681.88,5.96,0.91,6.87
2022,2,Junio,P09-1012161,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 196,1383782400,1984953600,6958,3801,196783977,0,0,4408617.04,4408617.04,196783977,0,7.7,0.88,8.58
2022,2,Junio,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",1388448000,1698192000,3585,482,1024317877,0,46939366.71,4934200.56,51873567.27,236957503.3,-46939366.71,TIIE,0.32,TIIE+0.32
2022,2,Junio,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",1419984000,1890345600,5444,2706,1949386371,0,37730058.81,21236864.92,58966923.73,1119325078,-37730058.81,TIIE,0.36,TIIE+0.36
2022,2,Junio,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",1451347200,1766707200,3650,1275,1000000000,0,71657090.94,6214124.12,77871215.06,286095151.5,-71657090.94,TIIE,0.41,TIIE+0.41
2022,2,Junio,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",1514505600,1987718400,5477,3833,1378859929,0,22980998.82,18147105.3,41128104.12,965201950.2,-22980998.82,TIIE,0.34,TIIE+0.34
2022,2,Junio,P09-1219069,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",1577664000,1798416000,2555,1642,2000000000,0,67192328.2,30937231.8,98129560,1625350770,-67192328.2,TIIE,0.2,TIIE+0.20
2022,2,Junio,P09-0720076,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000-20",1596153600,1911686400,3652,2947,2000000000,0,50000000.01,31685784.17,81685784.18,1616666667,-50000000.01,TIIE,0.46,TIIE+0.46
2022,2,Junio,P09-0720077,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,300",1596153600,1911686400,3652,2947,2300000000,0,57500000.01,36983538.82,94483538.83,1859166667,-57500000.01,TIIE,0.57,TIIE+0.57
2022,2,Junio,P09-1220098,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,500",1607644800,1921795200,3636,3070,2500000000,0,63025210.08,41949951.09,104975161.2,2121848740,-63025210.08,TIIE,0.53,TIIE+0.53
2022,2,Junio,P09-1220099,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,683",1607644800,1921795200,3636,3070,2683529136,0,67651995.03,45696564.97,113348560,2277617166,-67651995.03,TIIE,0.64,TIIE+0.64
2022,2,Junio,P09-0721036,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,200",1626134400,1941494400,3650,3298,2200000000,0,0,42381508.89,42381508.89,2200000000,0,TIIE,0.48,TIIE+0.48
2022,2,Junio,P09-1221046,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,908",1639353600,2112739200,5479,5280,1908190692,0,31803178.2,35495672.95,67298851.15,1844584336,-31803178.2,TIIE,0.39,TIIE+0.39
2022,2,Junio,P09-1221045,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 3,000",1639353600,2112739200,5479,5280,3000000000,0,50000000.01,55422312.5,105422312.5,2900000000,-50000000.01,TIIE,0.34,TIIE+0.34
2022,2,Junio,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,1197849600,1826841600,7280,1971,575000000,0,0,25145069.44,25145069.44,575000000,0,8.65,n/a,8.65
2022,2,Junio,P09-1219057,Largo Plazo,Mercado de Capitales,CI BANCO,BONO CDMXCB 19,1575331200,1889827200,3640,2700,1500000000,0,0,59301666.67,59301666.67,1500000000,0,7.82,n/a,7.82
2022,2,Junio,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,1354233600,1825977600,5460,1961,2500000000,0,0,86576388.89,86576388.89,2500000000,0,6.85,n/a,6.85
2022,2,Junio,P09-1113146,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 13,1385596800,1700092800,3640,504,2126874900,0,0,75805366.23,75805366.23,2126874900,0,7.05,n/a,7.05
2022,2,Junio,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,1414972800,1729468800,3640,844,2500000000,0,0,81141666.67,81141666.67,2500000000,0,6.42,n/a,6.42
2022,2,Junio,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,1443139200,1757635200,3640,1170,2500000000,0,0,0,0,2500000000,0,6.7,n/a,6.7
2022,2,Junio,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,1505779200,1.84E+09,3822,2077,2000000000,0,0,0,0,2000000000,0,7.6,n/a,7.6
2022,2,Junio,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,1542758400,1857254400,3640,2323,1100000000,0,0,55221833.33,55221833.33,1100000000,0,9.93,n/a,9.93
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153165,NA,0,1751561280,1918811011,3670372292,91016206970,-1751561280,NA,NA,NA
